1417395540.00 5404.91 383.17 574.81 5448.87	1417395540  5.40491E+03,  3.83174E+02,  5.74813E+02,  2.05978E+03
1417395600.00 5492.37 462.04 436.29 5529.01	1417395600  5.49237E+03,  4.62037E+02,  4.36289E+02,  2.13991E+03
1417395660.00 5574.82 540.48 297.37 5608.85	1417395660  5.57482E+03,  5.40477E+02,  2.97370E+02,  2.21975E+03
1417395720.00 5652.40 618.44 158.20 5688.33	1417395720  5.65240E+03,  6.18443E+02,  1.58193E+02,  2.29923E+03
1417395780.00 5725.24 695.89 18.89 5767.41	1417395780  5.72524E+03,  6.95890E+02,  1.88868E+01,  2.37831E+03
1417395840.00 5793.48 772.77 -120.43 5846.03	1417395840  5.79348E+03,  7.72776E+02, -1.20432E+02,  2.45693E+03
1417395900.00 5857.25 849.06 -259.65 5924.16	1417395900  5.85725E+03,  8.49065E+02, -2.59655E+02,  2.53506E+03
1417395960.00 5916.67 924.72 -398.68 6001.75	1417395960  5.91667E+03,  9.24723E+02, -3.98683E+02,  2.61265E+03
1417396020.00 5971.87 999.72 -537.42 6078.77	1417396020  5.97187E+03,  9.99720E+02, -5.37424E+02,  2.68968E+03
1417396080.00 6022.97 1074.03 -675.79 6155.20	1417396080  6.02297E+03,  1.07403E+03, -6.75793E+02,  2.76610E+03
1417396140.00 6070.09 1147.63 -813.71 6230.99	1417396140  6.07009E+03,  1.14763E+03, -8.13712E+02,  2.84189E+03
1417396200.00 6113.35 1220.50 -951.11 6306.13	1417396200  6.11335E+03,  1.22050E+03, -9.51111E+02,  2.91703E+03
1417396260.00 6152.84 1292.61 -1087.92 6380.59	1417396260  6.15284E+03,  1.29261E+03, -1.08792E+03,  2.99149E+03
1417396320.00 6188.69 1363.96 -1224.08 6454.35	1417396320  6.18869E+03,  1.36396E+03, -1.22408E+03,  3.06525E+03
1417396380.00 6220.98 1434.53 -1359.54 6527.39	1417396380  6.22098E+03,  1.43453E+03, -1.35954E+03,  3.13829E+03
1417396440.00 6249.83 1504.30 -1494.24 6599.70	1417396440  6.24983E+03,  1.50430E+03, -1.49424E+03,  3.21060E+03
1417396500.00 6275.33 1573.26 -1628.14 6671.26	1417396500  6.27533E+03,  1.57326E+03, -1.62814E+03,  3.28216E+03
1417396560.00 6297.57 1641.41 -1761.19 6742.06	1417396560  6.29757E+03,  1.64141E+03, -1.76119E+03,  3.35296E+03
1417396620.00 6316.65 1708.73 -1893.35 6812.09	1417396620  6.31665E+03,  1.70873E+03, -1.89336E+03,  3.42299E+03
1417396680.00 6332.64 1775.21 -2024.59 6881.33	1417396680  6.33264E+03,  1.77521E+03, -2.02459E+03,  3.49223E+03
1417396740.00 6345.65 1840.86 -2154.87 6949.78	1417396740  6.34565E+03,  1.84086E+03, -2.15487E+03,  3.56068E+03
1417396800.00 6355.74 1905.66 -2284.15 7017.43	1417396800  6.35574E+03,  1.90566E+03, -2.28416E+03,  3.62833E+03
1417396860.00 6362.99 1969.61 -2412.42 7084.26	1417396860  6.36299E+03,  1.96961E+03, -2.41242E+03,  3.69516E+03
1417396920.00 6367.49 2032.71 -2539.64 7150.29	1417396920  6.36749E+03,  2.03271E+03, -2.53964E+03,  3.76119E+03
1417396980.00 6369.31 2094.95 -2665.78 7215.49	1417396980  6.36931E+03,  2.09495E+03, -2.66578E+03,  3.82639E+03
1417397040.00 6368.51 2156.33 -2790.83 7279.86	1417397040  6.36851E+03,  2.15633E+03, -2.79083E+03,  3.89077E+03
1417397100.00 6365.17 2216.85 -2914.77 7343.41	1417397100  6.36517E+03,  2.21685E+03, -2.91477E+03,  3.95431E+03
1417397160.00 6359.36 2276.51 -3037.56 7406.13	1417397160  6.35936E+03,  2.27651E+03, -3.03756E+03,  4.01703E+03
1417397220.00 6351.13 2335.31 -3159.21 7468.01	1417397220  6.35113E+03,  2.33531E+03, -3.15921E+03,  4.07891E+03
1417397280.00 6340.56 2393.24 -3279.68 7529.05	1417397280  6.34056E+03,  2.39324E+03, -3.27968E+03,  4.13995E+03
1417397340.00 6327.69 2450.30 -3398.97 7589.25	1417397340  6.32769E+03,  2.45030E+03, -3.39897E+03,  4.20015E+03
1417397400.00 6312.60 2506.51 -3517.05 7648.61	1417397400  6.31260E+03,  2.50651E+03, -3.51706E+03,  4.25951E+03
1417397460.00 6295.34 2561.85 -3633.93 7707.13	1417397460  6.29534E+03,  2.56185E+03, -3.63393E+03,  4.31803E+03
1417397520.00 6275.95 2616.33 -3749.58 7764.80	1417397520  6.27595E+03,  2.61633E+03, -3.74958E+03,  4.37570E+03
1417397580.00 6254.51 2669.95 -3864.00 7821.63	1417397580  6.25451E+03,  2.66995E+03, -3.86400E+03,  4.43253E+03
1417397640.00 6231.05 2722.71 -3977.17 7877.62	1417397640  6.23105E+03,  2.72271E+03, -3.97717E+03,  4.48852E+03
1417397700.00 6205.62 2774.61 -4089.08 7932.77	1417397700  6.20562E+03,  2.77461E+03, -4.08908E+03,  4.54367E+03
1417397760.00 6178.29 2825.65 -4199.73 7987.07	1417397760  6.17829E+03,  2.82565E+03, -4.19974E+03,  4.59797E+03
1417397820.00 6149.08 2875.85 -4309.12 8040.53	1417397820  6.14908E+03,  2.87585E+03, -4.30912E+03,  4.65143E+03
1417397880.00 6118.06 2925.19 -4417.22 8093.15	1417397880  6.11806E+03,  2.92519E+03, -4.41722E+03,  4.70405E+03
1417397940.00 6085.25 2973.68 -4524.04 8144.93	1417397940  6.08525E+03,  2.97368E+03, -4.52404E+03,  4.75583E+03
1417398000.00 6050.71 3021.32 -4629.56 8195.88	1417398000  6.05071E+03,  3.02132E+03, -4.62956E+03,  4.80678E+03
1417398060.00 6014.48 3068.12 -4733.79 8245.98	1417398060  6.01448E+03,  3.06812E+03, -4.73379E+03,  4.85688E+03
1417398120.00 5976.60 3114.08 -4836.72 8295.25	1417398120  5.97660E+03,  3.11408E+03, -4.83672E+03,  4.90615E+03
1417398180.00 5937.11 3159.19 -4938.34 8343.68	1417398180  5.93711E+03,  3.15919E+03, -4.93835E+03,  4.95458E+03
1417398240.00 5896.04 3203.47 -5038.65 8391.28	1417398240  5.89604E+03,  3.20347E+03, -5.03866E+03,  5.00218E+03
1417398300.00 5853.44 3246.92 -5137.65 8438.05	1417398300  5.85344E+03,  3.24692E+03, -5.13765E+03,  5.04895E+03
1417398360.00 5809.33 3289.53 -5235.33 8483.99	1417398360  5.80933E+03,  3.28953E+03, -5.23533E+03,  5.09489E+03
1417398420.00 5763.76 3331.32 -5331.69 8529.10	1417398420  5.76376E+03,  3.33132E+03, -5.33169E+03,  5.14000E+03
1417398480.00 5716.76 3372.28 -5426.72 8573.38	1417398480  5.71676E+03,  3.37228E+03, -5.42672E+03,  5.18428E+03
1417398540.00 5668.36 3412.41 -5520.42 8616.84	1417398540  5.66836E+03,  3.41241E+03, -5.52042E+03,  5.22774E+03
1417398600.00 5618.60 3451.72 -5612.80 8659.48	1417398600  5.61860E+03,  3.45172E+03, -5.61280E+03,  5.27038E+03
1417398660.00 5567.51 3490.22 -5703.84 8701.30	1417398660  5.56751E+03,  3.49022E+03, -5.70384E+03,  5.31220E+03
1417398720.00 5515.11 3527.90 -5793.55 8742.30	1417398720  5.51511E+03,  3.52790E+03, -5.79355E+03,  5.35320E+03
1417398780.00 5461.45 3564.77 -5881.92 8782.48	1417398780  5.46145E+03,  3.56477E+03, -5.88192E+03,  5.39338E+03
1417398840.00 5406.54 3600.83 -5968.95 8821.85	1417398840  5.40654E+03,  3.60083E+03, -5.96895E+03,  5.43275E+03
1417398900.00 5350.42 3636.08 -6054.64 8860.41	1417398900  5.35042E+03,  3.63608E+03, -6.05465E+03,  5.47131E+03
1417398960.00 5293.12 3670.53 -6139.00 8898.15	1417398960  5.29311E+03,  3.67053E+03, -6.13900E+03,  5.50905E+03
1417399020.00 5234.65 3704.18 -6222.00 8935.09	1417399020  5.23465E+03,  3.70418E+03, -6.22201E+03,  5.54599E+03
1417399080.00 5175.06 3737.02 -6303.67 8971.22	1417399080  5.17506E+03,  3.73702E+03, -6.30367E+03,  5.58212E+03
1417399140.00 5114.37 3769.07 -6383.99 9006.55	1417399140  5.11437E+03,  3.76907E+03, -6.38399E+03,  5.61745E+03
1417399200.00 5052.59 3800.33 -6462.96 9041.08	1417399200  5.05259E+03,  3.80033E+03, -6.46296E+03,  5.65198E+03
1417399260.00 4989.77 3830.80 -6540.58 9074.80	1417399260  4.98977E+03,  3.83080E+03, -6.54058E+03,  5.68570E+03
1417399320.00 4925.92 3860.48 -6616.86 9107.73	1417399320  4.92591E+03,  3.86048E+03, -6.61686E+03,  5.71863E+03
1417399380.00 4861.06 3889.37 -6691.78 9139.86	1417399380  4.86106E+03,  3.88937E+03, -6.69178E+03,  5.75076E+03
1417399440.00 4795.22 3917.48 -6765.36 9171.19	1417399440  4.79522E+03,  3.91748E+03, -6.76536E+03,  5.78209E+03
1417399500.00 4728.42 3944.80 -6837.58 9201.74	1417399500  4.72842E+03,  3.94480E+03, -6.83758E+03,  5.81264E+03
1417399560.00 4660.69 3971.35 -6908.45 9231.49	1417399560  4.66069E+03,  3.97135E+03, -6.90845E+03,  5.84239E+03
1417399620.00 4592.05 3997.12 -6977.97 9260.45	1417399620  4.59205E+03,  3.99712E+03, -6.97797E+03,  5.87135E+03
1417399680.00 4522.52 4022.12 -7046.13 9288.63	1417399680  4.52252E+03,  4.02212E+03, -7.04613E+03,  5.89952E+03
1417399740.00 4452.12 4046.35 -7112.94 9316.01	1417399740  4.45212E+03,  4.04635E+03, -7.11294E+03,  5.92691E+03
1417399800.00 4380.87 4069.80 -7178.39 9342.62	1417399800  4.38087E+03,  4.06980E+03, -7.17839E+03,  5.95352E+03
1417399860.00 4308.79 4092.49 -7242.48 9368.44	1417399860  4.30879E+03,  4.09249E+03, -7.24248E+03,  5.97934E+03
1417399920.00 4235.91 4114.42 -7305.22 9393.49	1417399920  4.23590E+03,  4.11442E+03, -7.30522E+03,  6.00439E+03
1417399980.00 4162.23 4135.58 -7366.60 9417.75	1417399980  4.16223E+03,  4.13558E+03, -7.36660E+03,  6.02865E+03
1417400040.00 4087.79 4155.97 -7426.62 9441.23	1417400040  4.08779E+03,  4.15597E+03, -7.42662E+03,  6.05213E+03
1417400100.00 4012.61 4175.61 -7485.28 9463.94	1417400100  4.01261E+03,  4.17561E+03, -7.48528E+03,  6.07484E+03
1417400160.00 3936.69 4194.49 -7542.58 9485.88	1417400160  3.93669E+03,  4.19450E+03, -7.54258E+03,  6.09678E+03
1417400220.00 3860.07 4212.62 -7598.52 9507.04	1417400220  3.86006E+03,  4.21262E+03, -7.59852E+03,  6.11794E+03
1417400280.00 3782.75 4229.99 -7653.10 9527.43	1417400280  3.78275E+03,  4.22999E+03, -7.65310E+03,  6.13833E+03
1417400340.00 3704.76 4246.61 -7706.31 9547.05	1417400340  3.70475E+03,  4.24661E+03, -7.70631E+03,  6.15795E+03
1417400400.00 3626.11 4262.48 -7758.16 9565.90	1417400400  3.62611E+03,  4.26248E+03, -7.75816E+03,  6.17680E+03
1417400460.00 3546.82 4277.60 -7808.64 9583.98	1417400460  3.54682E+03,  4.27760E+03, -7.80864E+03,  6.19488E+03
1417400520.00 3466.92 4291.97 -7857.75 9601.29	1417400520  3.46691E+03,  4.29198E+03, -7.85775E+03,  6.21219E+03
1417400580.00 3386.41 4305.60 -7905.50 9617.84	1417400580  3.38641E+03,  4.30560E+03, -7.90550E+03,  6.22874E+03
1417400640.00 3305.31 4318.49 -7951.87 9633.62	1417400640  3.30531E+03,  4.31849E+03, -7.95188E+03,  6.24452E+03
1417400700.00 3223.64 4330.63 -7996.88 9648.64	1417400700  3.22364E+03,  4.33063E+03, -7.99688E+03,  6.25954E+03
1417400760.00 3141.43 4342.03 -8040.52 9662.90	1417400760  3.14142E+03,  4.34203E+03, -8.04052E+03,  6.27380E+03
1417400820.00 3058.67 4352.69 -8082.78 9676.39	1417400820  3.05867E+03,  4.35269E+03, -8.08278E+03,  6.28729E+03
1417400880.00 2975.40 4362.61 -8123.66 9689.13	1417400880  2.97540E+03,  4.36261E+03, -8.12366E+03,  6.30003E+03
1417400940.00 2891.62 4371.79 -8163.17 9701.10	1417400940  2.89162E+03,  4.37179E+03, -8.16317E+03,  6.31200E+03
1417401000.00 2807.35 4380.24 -8201.31 9712.32	1417401000  2.80735E+03,  4.38024E+03, -8.20131E+03,  6.32322E+03
1417401060.00 2722.61 4387.95 -8238.06 9722.77	1417401060  2.72261E+03,  4.38795E+03, -8.23806E+03,  6.33367E+03
1417401120.00 2637.42 4394.93 -8273.43 9732.47	1417401120  2.63741E+03,  4.39493E+03, -8.27343E+03,  6.34337E+03
1417401180.00 2551.78 4401.17 -8307.42 9741.41	1417401180  2.55178E+03,  4.40117E+03, -8.30742E+03,  6.35231E+03
1417401240.00 2465.72 4406.68 -8340.02 9749.59	1417401240  2.46572E+03,  4.40668E+03, -8.34002E+03,  6.36049E+03
1417401300.00 2379.25 4411.47 -8371.24 9757.02	1417401300  2.37924E+03,  4.41147E+03, -8.37124E+03,  6.36792E+03
1417401360.00 2292.38 4415.52 -8401.07 9763.69	1417401360  2.29238E+03,  4.41552E+03, -8.40107E+03,  6.37459E+03
1417401420.00 2205.13 4418.84 -8429.50 9769.61	1417401420  2.20513E+03,  4.41884E+03, -8.42950E+03,  6.38051E+03
1417401480.00 2117.52 4421.43 -8456.55 9774.77	1417401480  2.11752E+03,  4.42143E+03, -8.45655E+03,  6.38567E+03
1417401540.00 2029.56 4423.30 -8482.20 9779.18	1417401540  2.02956E+03,  4.42330E+03, -8.48220E+03,  6.39008E+03
1417401600.00 1941.27 4424.44 -8506.45 9782.83	1417401600  1.94127E+03,  4.42444E+03, -8.50645E+03,  6.39373E+03
1417401660.00 1852.65 4424.85 -8529.30 9785.73	1417401660  1.85265E+03,  4.42485E+03, -8.52930E+03,  6.39663E+03
1417401720.00 1763.73 4424.53 -8550.75 9787.88	1417401720  1.76373E+03,  4.42453E+03, -8.55075E+03,  6.39878E+03
1417401780.00 1674.52 4423.49 -8570.79 9789.27	1417401780  1.67452E+03,  4.42349E+03, -8.57079E+03,  6.40017E+03
1417401840.00 1585.04 4421.73 -8589.43 9789.91	1417401840  1.58504E+03,  4.42173E+03, -8.58943E+03,  6.40081E+03
1417401900.00 1495.29 4419.24 -8606.65 9789.79	1417401900  1.49529E+03,  4.41924E+03, -8.60665E+03,  6.40069E+03
1417401960.00 1405.30 4416.03 -8622.46 9788.92	1417401960  1.40530E+03,  4.41603E+03, -8.62246E+03,  6.39982E+03
1417402020.00 1315.08 4412.09 -8636.86 9787.30	1417402020  1.31508E+03,  4.41209E+03, -8.63686E+03,  6.39820E+03
1417402080.00 1224.64 4407.43 -8649.83 9784.92	1417402080  1.22464E+03,  4.40743E+03, -8.64983E+03,  6.39582E+03
1417402140.00 1134.00 4402.05 -8661.38 9781.79	1417402140  1.13400E+03,  4.40205E+03, -8.66138E+03,  6.39269E+03
1417402200.00 1043.17 4395.94 -8671.51 9777.91	1417402200  1.04317E+03,  4.39594E+03, -8.67151E+03,  6.38881E+03
1417402260.00 952.17 4389.11 -8680.20 9773.27	1417402260  9.52172E+02,  4.38911E+03, -8.68020E+03,  6.38417E+03
1417402320.00 861.02 4381.56 -8687.47 9767.88	1417402320  8.61014E+02,  4.38156E+03, -8.68747E+03,  6.37878E+03
1417402380.00 769.72 4373.28 -8693.29 9761.73	1417402380  7.69714E+02,  4.37328E+03, -8.69329E+03,  6.37263E+03
1417402440.00 678.29 4364.28 -8697.68 9754.83	1417402440  6.78286E+02,  4.36428E+03, -8.69768E+03,  6.36573E+03
1417402500.00 586.75 4354.56 -8700.62 9747.17	1417402500  5.86745E+02,  4.35456E+03, -8.70062E+03,  6.35807E+03
1417402560.00 495.11 4344.12 -8702.12 9738.75	1417402560  4.95105E+02,  4.34412E+03, -8.70212E+03,  6.34965E+03
1417402620.00 403.38 4332.95 -8702.16 9729.58	1417402620  4.03383E+02,  4.33295E+03, -8.70216E+03,  6.34048E+03
1417402680.00 311.59 4321.06 -8700.74 9719.65	1417402680  3.11592E+02,  4.32106E+03, -8.70075E+03,  6.33055E+03
1417402740.00 219.75 4308.44 -8697.87 9708.96	1417402740  2.19749E+02,  4.30844E+03, -8.69787E+03,  6.31986E+03
1417402800.00 127.87 4295.11 -8693.53 9697.51	1417402800  1.27868E+02,  4.29511E+03, -8.69353E+03,  6.30841E+03
1417402860.00 35.97 4281.04 -8687.72 9685.31	1417402860  3.59653E+01,  4.28104E+03, -8.68772E+03,  6.29621E+03
1417402920.00 -55.94 4266.26 -8680.44 9672.34	1417402920 -5.59443E+01,  4.26626E+03, -8.68044E+03,  6.28324E+03
1417402980.00 -147.84 4250.75 -8671.68 9658.61	1417402980 -1.47845E+02,  4.25075E+03, -8.67168E+03,  6.26951E+03
1417403040.00 -239.72 4234.51 -8661.44 9644.12	1417403040 -2.39721E+02,  4.23451E+03, -8.66144E+03,  6.25502E+03
1417403100.00 -331.56 4217.55 -8649.71 9628.87	1417403100 -3.31557E+02,  4.21755E+03, -8.64971E+03,  6.23977E+03
1417403160.00 -423.33 4199.86 -8636.48 9612.85	1417403160 -4.23336E+02,  4.19986E+03, -8.63648E+03,  6.22375E+03
1417403220.00 -515.04 4181.44 -8621.76 9596.07	1417403220 -5.15042E+02,  4.18144E+03, -8.62176E+03,  6.20697E+03
1417403280.00 -606.66 4162.30 -8605.53 9578.52	1417403280 -6.06659E+02,  4.16230E+03, -8.60553E+03,  6.18941E+03
1417403340.00 -698.17 4142.42 -8587.80 9560.20	1417403340 -6.98170E+02,  4.14242E+03, -8.58780E+03,  6.17110E+03
1417403400.00 -789.56 4121.82 -8568.55 9541.11	1417403400 -7.89559E+02,  4.12182E+03, -8.56855E+03,  6.15201E+03
1417403460.00 -880.81 4100.49 -8547.78 9521.26	1417403460 -8.80809E+02,  4.10049E+03, -8.54778E+03,  6.13216E+03
1417403520.00 -971.90 4078.43 -8525.48 9500.63	1417403520 -9.71902E+02,  4.07843E+03, -8.52548E+03,  6.11153E+03
1417403580.00 -1062.82 4055.64 -8501.65 9479.23	1417403580 -1.06282E+03,  4.05564E+03, -8.50165E+03,  6.09013E+03
1417403640.00 -1153.55 4032.11 -8476.28 9457.06	1417403640 -1.15355E+03,  4.03211E+03, -8.47628E+03,  6.06796E+03
1417403700.00 -1244.07 4007.86 -8449.37 9434.11	1417403700 -1.24407E+03,  4.00785E+03, -8.44937E+03,  6.04501E+03
1417403760.00 -1334.36 3982.86 -8420.90 9410.38	1417403760 -1.33436E+03,  3.98286E+03, -8.42090E+03,  6.02128E+03
1417403820.00 -1424.40 3957.14 -8390.88 9385.88	1417403820 -1.42440E+03,  3.95714E+03, -8.39088E+03,  5.99678E+03
1417403880.00 -1514.18 3930.67 -8359.29 9360.59	1417403880 -1.51418E+03,  3.93067E+03, -8.35929E+03,  5.97149E+03
1417403940.00 -1603.68 3903.47 -8326.14 9334.53	1417403940 -1.60368E+03,  3.90347E+03, -8.32614E+03,  5.94543E+03
1417404000.00 -1692.87 3875.53 -8291.40 9307.68	1417404000 -1.69287E+03,  3.87553E+03, -8.29140E+03,  5.91858E+03
1417404060.00 -1781.74 3846.86 -8255.08 9280.05	1417404060 -1.78175E+03,  3.84686E+03, -8.25508E+03,  5.89095E+03
1417404120.00 -1870.27 3817.44 -8217.17 9251.63	1417404120 -1.87027E+03,  3.81744E+03, -8.21717E+03,  5.86253E+03
1417404180.00 -1958.44 3787.28 -8177.66 9222.42	1417404180 -1.95844E+03,  3.78728E+03, -8.17766E+03,  5.83332E+03
1417404240.00 -2046.22 3756.38 -8136.54 9192.43	1417404240 -2.04622E+03,  3.75638E+03, -8.13654E+03,  5.80333E+03
