1417392000 -4.94508E+03, -3.56727E+02, -5.32717E+02,  1.59736E+03
1417392060 -4.87377E+03, -4.30859E+02, -3.63458E+02,  1.51716E+03
1417392120 -4.79610E+03, -5.04429E+02, -1.93733E+02,  1.43734E+03
1417392180 -4.71183E+03, -5.77306E+02, -2.37507E+01,  1.35803E+03
1417392240 -4.62078E+03, -6.49352E+02,  1.46255E+02,  1.27937E+03
1417392300 -4.52271E+03, -7.20413E+02,  3.16027E+02,  1.20152E+03
1417392360 -4.41743E+03, -7.90326E+02,  4.85282E+02,  1.12464E+03
1417392420 -4.30475E+03, -8.58914E+02,  6.53707E+02,  1.04891E+03
1417392480 -4.18447E+03, -9.25988E+02,  8.20963E+02,  9.74525E+02
1417392540 -4.05643E+03, -9.91344E+02,  9.86676E+02,  9.01695E+02
1417392600 -3.92048E+03, -1.05477E+03,  1.15044E+03,  8.30642E+02
1417392660 -3.77650E+03, -1.11603E+03,  1.31183E+03,  7.61604E+02
1417392720 -3.62438E+03, -1.17489E+03,  1.47037E+03,  6.94833E+02
1417392780 -3.46408E+03, -1.23110E+03,  1.62556E+03,  6.30594E+02
1417392840 -3.29559E+03, -1.28439E+03,  1.77688E+03,  5.69164E+02
1417392900 -3.11893E+03, -1.33451E+03,  1.92376E+03,  5.10831E+02
1417392960 -2.93420E+03, -1.38117E+03,  2.06562E+03,  4.55887E+02
1417393020 -2.74154E+03, -1.42410E+03,  2.20188E+03,  4.04632E+02
1417393080 -2.54119E+03, -1.46304E+03,  2.33192E+03,  3.57363E+02
1417393140 -2.33344E+03, -1.49771E+03,  2.45513E+03,  3.14373E+02
1417393200 -2.11864E+03, -1.52787E+03,  2.57090E+03,  2.75945E+02
1417393260 -1.89726E+03, -1.55329E+03,  2.67864E+03,  2.42344E+02
1417393320 -1.66981E+03, -1.57374E+03,  2.77778E+03,  2.13815E+02
1417393380 -1.43689E+03, -1.58905E+03,  2.86781E+03,  1.90573E+02
1417393440 -1.19916E+03, -1.59907E+03,  2.94824E+03,  1.72800E+02
1417393500 -9.57369E+02, -1.60367E+03,  3.01866E+03,  1.60638E+02
1417393560 -7.12285E+02, -1.60280E+03,  3.07873E+03,  1.54187E+02
1417393620 -4.64733E+02, -1.59642E+03,  3.12818E+03,  1.53499E+02
1417393680 -2.15561E+02, -1.58454E+03,  3.16682E+03,  1.58579E+02
1417393740  3.43716E+01, -1.56724E+03,  3.19459E+03,  1.69383E+02
1417393800  2.84212E+02, -1.54461E+03,  3.21146E+03,  1.85823E+02
1417393860  5.33123E+02, -1.51680E+03,  3.21753E+03,  2.07762E+02
1417393920  7.80304E+02, -1.48399E+03,  3.21298E+03,  2.35029E+02
1417393980  1.02500E+03, -1.44640E+03,  3.19803E+03,  2.67414E+02
1417394040  1.26649E+03, -1.40426E+03,  3.17302E+03,  3.04677E+02
1417394100  1.50415E+03, -1.35783E+03,  3.13831E+03,  3.46559E+02
1417394160  1.73740E+03, -1.30740E+03,  3.09431E+03,  3.92778E+02
1417394220  1.96572E+03, -1.25325E+03,  3.04149E+03,  4.43047E+02
1417394280  2.18869E+03, -1.19566E+03,  2.98032E+03,  4.97068E+02
1417394340  2.40593E+03, -1.13494E+03,  2.91132E+03,  5.54544E+02
1417394400  2.61713E+03, -1.07135E+03,  2.83498E+03,  6.15181E+02
1417394460  2.82207E+03, -1.00520E+03,  2.75181E+03,  6.78692E+02
1417394520  3.02054E+03, -9.36731E+02,  2.66232E+03,  7.44798E+02
1417394580  3.21243E+03, -8.66219E+02,  2.56701E+03,  8.13232E+02
1417394640  3.39765E+03, -7.93904E+02,  2.46634E+03,  8.83740E+02
1417394700  3.57615E+03, -7.20016E+02,  2.36079E+03,  9.56081E+02
1417394760  3.74792E+03, -6.44773E+02,  2.25079E+03,  1.03003E+03
1417394820  3.91300E+03, -5.68375E+02,  2.13675E+03,  1.10537E+03
1417394880  4.07142E+03, -4.91010E+02,  2.01907E+03,  1.18192E+03
1417394940  4.22326E+03, -4.12851E+02,  1.89813E+03,  1.25948E+03
1417395000  4.36861E+03, -3.34058E+02,  1.77427E+03,  1.33789E+03
1417395060  4.50758E+03, -2.54777E+02,  1.64780E+03,  1.41698E+03
1417395120  4.64028E+03, -1.75141E+02,  1.51905E+03,  1.49663E+03
1417395180  4.76684E+03, -9.52750E+01,  1.38829E+03,  1.57670E+03
1417395240  4.88738E+03, -1.52893E+01,  1.25577E+03,  1.65706E+03
1417395300  5.00206E+03,  6.47139E+01,  1.12175E+03,  1.73761E+03
1417395360  5.11101E+03,  1.44642E+02,  9.86442E+02,  1.81824E+03
1417395420  5.21437E+03,  2.24411E+02,  8.50059E+02,  1.89887E+03
1417395480  5.31229E+03,  3.03944E+02,  7.12790E+02,  1.97940E+03
1417395540  5.40491E+03,  3.83174E+02,  5.74813E+02,  2.05978E+03
1417395600  5.49237E+03,  4.62037E+02,  4.36289E+02,  2.13991E+03
1417395660  5.57482E+03,  5.40477E+02,  2.97370E+02,  2.21975E+03
1417395720  5.65240E+03,  6.18443E+02,  1.58193E+02,  2.29923E+03
1417395780  5.72524E+03,  6.95890E+02,  1.88868E+01,  2.37831E+03
1417395840  5.79348E+03,  7.72776E+02, -1.20432E+02,  2.45693E+03
1417395900  5.85725E+03,  8.49065E+02, -2.59655E+02,  2.53506E+03
1417395960  5.91667E+03,  9.24723E+02, -3.98683E+02,  2.61265E+03
1417396020  5.97187E+03,  9.99720E+02, -5.37424E+02,  2.68968E+03
1417396080  6.02297E+03,  1.07403E+03, -6.75793E+02,  2.76610E+03
1417396140  6.07009E+03,  1.14763E+03, -8.13712E+02,  2.84189E+03
1417396200  6.11335E+03,  1.22050E+03, -9.51111E+02,  2.91703E+03
1417396260  6.15284E+03,  1.29261E+03, -1.08792E+03,  2.99149E+03
1417396320  6.18869E+03,  1.36396E+03, -1.22408E+03,  3.06525E+03
1417396380  6.22098E+03,  1.43453E+03, -1.35954E+03,  3.13829E+03
1417396440  6.24983E+03,  1.50430E+03, -1.49424E+03,  3.21060E+03
1417396500  6.27533E+03,  1.57326E+03, -1.62814E+03,  3.28216E+03
1417396560  6.29757E+03,  1.64141E+03, -1.76119E+03,  3.35296E+03
1417396620  6.31665E+03,  1.70873E+03, -1.89336E+03,  3.42299E+03
1417396680  6.33264E+03,  1.77521E+03, -2.02459E+03,  3.49223E+03
1417396740  6.34565E+03,  1.84086E+03, -2.15487E+03,  3.56068E+03
1417396800  6.35574E+03,  1.90566E+03, -2.28416E+03,  3.62833E+03
1417396860  6.36299E+03,  1.96961E+03, -2.41242E+03,  3.69516E+03
1417396920  6.36749E+03,  2.03271E+03, -2.53964E+03,  3.76119E+03
1417396980  6.36931E+03,  2.09495E+03, -2.66578E+03,  3.82639E+03
1417397040  6.36851E+03,  2.15633E+03, -2.79083E+03,  3.89077E+03
1417397100  6.36517E+03,  2.21685E+03, -2.91477E+03,  3.95431E+03
1417397160  6.35936E+03,  2.27651E+03, -3.03756E+03,  4.01703E+03
1417397220  6.35113E+03,  2.33531E+03, -3.15921E+03,  4.07891E+03
1417397280  6.34056E+03,  2.39324E+03, -3.27968E+03,  4.13995E+03
1417397340  6.32769E+03,  2.45030E+03, -3.39897E+03,  4.20015E+03
1417397400  6.31260E+03,  2.50651E+03, -3.51706E+03,  4.25951E+03
1417397460  6.29534E+03,  2.56185E+03, -3.63393E+03,  4.31803E+03
1417397520  6.27595E+03,  2.61633E+03, -3.74958E+03,  4.37570E+03
1417397580  6.25451E+03,  2.66995E+03, -3.86400E+03,  4.43253E+03
1417397640  6.23105E+03,  2.72271E+03, -3.97717E+03,  4.48852E+03
1417397700  6.20562E+03,  2.77461E+03, -4.08908E+03,  4.54367E+03
1417397760  6.17829E+03,  2.82565E+03, -4.19974E+03,  4.59797E+03
1417397820  6.14908E+03,  2.87585E+03, -4.30912E+03,  4.65143E+03
1417397880  6.11806E+03,  2.92519E+03, -4.41722E+03,  4.70405E+03
1417397940  6.08525E+03,  2.97368E+03, -4.52404E+03,  4.75583E+03
1417398000  6.05071E+03,  3.02132E+03, -4.62956E+03,  4.80678E+03
1417398060  6.01448E+03,  3.06812E+03, -4.73379E+03,  4.85688E+03
1417398120  5.97660E+03,  3.11408E+03, -4.83672E+03,  4.90615E+03
1417398180  5.93711E+03,  3.15919E+03, -4.93835E+03,  4.95458E+03
1417398240  5.89604E+03,  3.20347E+03, -5.03866E+03,  5.00218E+03
1417398300  5.85344E+03,  3.24692E+03, -5.13765E+03,  5.04895E+03
1417398360  5.80933E+03,  3.28953E+03, -5.23533E+03,  5.09489E+03
1417398420  5.76376E+03,  3.33132E+03, -5.33169E+03,  5.14000E+03
1417398480  5.71676E+03,  3.37228E+03, -5.42672E+03,  5.18428E+03
1417398540  5.66836E+03,  3.41241E+03, -5.52042E+03,  5.22774E+03
1417398600  5.61860E+03,  3.45172E+03, -5.61280E+03,  5.27038E+03
1417398660  5.56751E+03,  3.49022E+03, -5.70384E+03,  5.31220E+03
1417398720  5.51511E+03,  3.52790E+03, -5.79355E+03,  5.35320E+03
1417398780  5.46145E+03,  3.56477E+03, -5.88192E+03,  5.39338E+03
1417398840  5.40654E+03,  3.60083E+03, -5.96895E+03,  5.43275E+03
1417398900  5.35042E+03,  3.63608E+03, -6.05465E+03,  5.47131E+03
1417398960  5.29311E+03,  3.67053E+03, -6.13900E+03,  5.50905E+03
1417399020  5.23465E+03,  3.70418E+03, -6.22201E+03,  5.54599E+03
1417399080  5.17506E+03,  3.73702E+03, -6.30367E+03,  5.58212E+03
1417399140  5.11437E+03,  3.76907E+03, -6.38399E+03,  5.61745E+03
1417399200  5.05259E+03,  3.80033E+03, -6.46296E+03,  5.65198E+03
1417399260  4.98977E+03,  3.83080E+03, -6.54058E+03,  5.68570E+03
1417399320  4.92591E+03,  3.86048E+03, -6.61686E+03,  5.71863E+03
